date_key,location_id,service_type_id,urgency,requests,avg_complexity_score,sla_met_count,backlog_count
2025-08-01,LOC-06,SVC-07,Routine,1,62.1,1.0,0.0
2025-08-01,LOC-10,SVC-05,Routine,1,65.1,1.0,0.0
2025-08-01,LOC-09,SVC-03,Routine,1,12.3,1.0,0.0
2025-08-01,LOC-06,SVC-09,Routine,1,37.8,1.0,0.0
2025-08-02,LOC-01,SVC-04,Routine,1,54.7,1.0,0.0
2025-08-02,LOC-05,SVC-02,Routine,1,46.5,1.0,0.0
2025-08-03,LOC-05,SVC-07,Urgent,1,34.6,1.0,0.0
2025-08-04,LOC-10,SVC-04,Routine,1,11.7,1.0,0.0
2025-08-04,LOC-10,SVC-08,Priority,1,36.1,1.0,0.0
2025-08-04,LOC-07,SVC-02,Priority,1,53.3,1.0,0.0
2025-08-04,LOC-07,SVC-05,Routine,1,42.8,1.0,0.0
2025-08-04,LOC-08,SVC-07,Priority,1,62.2,1.0,0.0
2025-08-04,LOC-04,SVC-08,Priority,1,7.5,1.0,0.0
2025-08-04,LOC-01,SVC-07,Urgent,1,14.2,0.0,0.0
2025-08-04,LOC-01,SVC-02,Priority,1,61.0,1.0,0.0
2025-08-04,LOC-02,SVC-01,Priority,1,91.8,0.0,0.0
2025-08-04,LOC-06,SVC-05,Routine,1,45.2,1.0,0.0
2025-08-05,LOC-06,SVC-05,Routine,1,31.8,1.0,0.0
2025-08-05,LOC-03,SVC-07,Routine,1,21.0,1.0,0.0
2025-08-05,LOC-03,SVC-01,Urgent,1,84.0,1.0,0.0
2025-08-05,LOC-03,SVC-02,Urgent,1,46.3,1.0,0.0
2025-08-05,LOC-09,SVC-02,Priority,1,40.4,1.0,0.0
2025-08-05,LOC-03,SVC-08,Routine,1,16.0,1.0,0.0
2025-08-05,LOC-10,SVC-03,Routine,1,24.5,1.0,0.0
2025-08-05,LOC-03,SVC-05,Routine,1,37.4,1.0,0.0
2025-08-06,LOC-04,SVC-02,Priority,1,40.3,1.0,0.0
2025-08-06,LOC-09,SVC-05,Routine,1,41.3,1.0,0.0
2025-08-06,LOC-05,SVC-02,Urgent,1,67.4,0.0,0.0
2025-08-06,LOC-10,SVC-05,Routine,2,16.75,2.0,0.0
2025-08-06,LOC-08,SVC-07,Urgent,1,39.1,1.0,0.0
2025-08-06,LOC-07,SVC-06,Urgent,1,55.5,0.0,0.0
2025-08-06,LOC-02,SVC-05,Urgent,1,64.6,1.0,0.0
2025-08-07,LOC-04,SVC-09,Routine,1,46.7,1.0,0.0
2025-08-07,LOC-02,SVC-06,Priority,1,40.6,1.0,0.0
2025-08-07,LOC-02,SVC-03,Routine,1,35.7,1.0,0.0
2025-08-08,LOC-06,SVC-06,Routine,1,40.8,1.0,0.0
2025-08-08,LOC-05,SVC-01,Priority,1,13.2,1.0,0.0
2025-08-08,LOC-06,SVC-05,Routine,1,61.1,1.0,0.0
2025-08-08,LOC-03,SVC-02,Routine,1,27.6,1.0,0.0
2025-08-08,LOC-04,SVC-02,Routine,1,14.6,1.0,0.0
2025-08-08,LOC-02,SVC-05,Routine,1,16.6,1.0,0.0
2025-08-08,LOC-01,SVC-04,Urgent,1,62.4,1.0,0.0
2025-08-08,LOC-03,SVC-01,Urgent,1,66.5,1.0,0.0
2025-08-08,LOC-06,SVC-09,Urgent,1,66.4,1.0,0.0
2025-08-09,LOC-05,SVC-06,Routine,1,33.1,1.0,0.0
2025-08-10,LOC-05,SVC-02,Priority,1,65.3,1.0,0.0
2025-08-11,LOC-09,SVC-02,Urgent,1,86.3,1.0,0.0
2025-08-11,LOC-01,SVC-06,Urgent,1,83.6,1.0,0.0
2025-08-12,LOC-09,SVC-05,Routine,1,67.0,1.0,0.0
2025-08-12,LOC-05,SVC-07,Routine,1,14.6,1.0,0.0
2025-08-12,LOC-02,SVC-09,Routine,1,4.0,1.0,0.0
2025-08-12,LOC-05,SVC-05,Routine,1,48.4,1.0,0.0
2025-08-12,LOC-03,SVC-04,Routine,1,12.8,1.0,0.0
2025-08-12,LOC-07,SVC-02,Routine,1,38.7,1.0,0.0
2025-08-12,LOC-01,SVC-05,Priority,1,54.7,1.0,0.0
2025-08-12,LOC-04,SVC-08,Routine,1,,1.0,0.0
2025-08-12,LOC-04,SVC-05,Routine,1,16.0,1.0,0.0
2025-08-13,LOC-06,SVC-01,Routine,2,41.0,2.0,0.0
2025-08-13,LOC-01,SVC-09,Routine,1,17.9,1.0,0.0
2025-08-13,LOC-09,SVC-07,Routine,1,36.9,1.0,0.0
2025-08-14,LOC-04,SVC-01,Urgent,1,77.7,1.0,0.0
2025-08-14,LOC-10,SVC-05,Priority,1,33.8,1.0,0.0
2025-08-14,LOC-07,SVC-02,Priority,1,75.7,1.0,0.0
2025-08-15,LOC-06,SVC-07,Routine,1,9.1,1.0,0.0
2025-08-15,LOC-10,SVC-01,Urgent,1,84.3,0.0,0.0
2025-08-15,LOC-02,SVC-07,Urgent,1,80.5,0.0,0.0
2025-08-15,LOC-06,SVC-08,Urgent,1,99.0,1.0,0.0
2025-08-15,LOC-05,SVC-01,Priority,1,,1.0,0.0
2025-08-15,LOC-10,SVC-05,Emergency,1,28.6,1.0,0.0
2025-08-16,LOC-09,SVC-09,Routine,1,27.1,1.0,0.0
2025-08-16,LOC-05,SVC-01,Routine,1,17.6,1.0,0.0
2025-08-16,LOC-04,SVC-09,Routine,1,13.1,1.0,0.0
2025-08-17,LOC-02,SVC-03,Urgent,1,61.9,1.0,0.0
2025-08-17,LOC-01,SVC-08,Routine,1,21.2,1.0,0.0
2025-08-17,LOC-07,SVC-08,Priority,1,61.9,1.0,0.0
2025-08-17,LOC-08,SVC-05,Routine,1,9.5,1.0,0.0
2025-08-18,LOC-06,SVC-05,Routine,1,8.9,1.0,0.0
2025-08-18,LOC-04,SVC-09,Priority,1,43.1,1.0,0.0
2025-08-18,LOC-04,SVC-08,Urgent,1,17.2,1.0,0.0
2025-08-18,LOC-03,SVC-01,Routine,1,34.3,1.0,0.0
2025-08-18,LOC-10,SVC-01,Urgent,1,62.3,1.0,0.0
2025-08-19,LOC-09,SVC-09,Urgent,1,94.9,0.0,0.0
2025-08-20,LOC-08,SVC-01,Routine,1,19.2,1.0,0.0
2025-08-20,LOC-02,SVC-07,Routine,1,14.2,1.0,0.0
2025-08-20,LOC-07,SVC-03,Routine,3,18.95,2.0,1.0
2025-08-20,LOC-09,SVC-06,Urgent,1,25.5,0.0,0.0
2025-08-20,LOC-06,SVC-01,Routine,1,32.8,1.0,0.0
2025-08-20,LOC-01,SVC-06,Routine,1,,1.0,0.0
2025-08-20,LOC-08,SVC-05,Priority,1,16.3,1.0,0.0
2025-08-21,LOC-08,SVC-08,Routine,1,6.1,1.0,0.0
2025-08-21,LOC-01,SVC-06,Routine,1,36.5,1.0,0.0
2025-08-21,LOC-02,SVC-07,Priority,1,67.8,1.0,0.0
2025-08-21,LOC-08,SVC-06,Routine,2,29.75,2.0,0.0
2025-08-21,LOC-08,SVC-05,Routine,2,10.45,2.0,0.0
2025-08-21,LOC-03,SVC-05,Priority,1,29.6,1.0,0.0
2025-08-21,LOC-04,SVC-07,Routine,1,10.5,1.0,0.0
2025-08-22,LOC-06,SVC-01,Routine,1,13.8,1.0,0.0
2025-08-22,LOC-07,SVC-07,Routine,2,23.85,2.0,0.0
2025-08-22,LOC-08,SVC-08,Routine,1,11.9,1.0,0.0
2025-08-22,LOC-06,SVC-07,Routine,1,7.9,1.0,0.0
2025-08-22,LOC-02,SVC-08,Priority,1,59.7,1.0,0.0
2025-08-23,LOC-07,SVC-03,Priority,1,14.4,1.0,0.0
2025-08-23,LOC-06,SVC-02,Routine,1,15.6,1.0,0.0
2025-08-24,LOC-02,SVC-07,Urgent,1,70.2,0.0,0.0
2025-08-24,LOC-03,SVC-03,Priority,1,35.3,1.0,0.0
2025-08-25,LOC-03,SVC-02,Routine,2,14.65,2.0,0.0
2025-08-25,LOC-10,SVC-01,Routine,1,14.4,1.0,0.0
2025-08-25,LOC-05,SVC-02,Priority,1,65.3,1.0,0.0
2025-08-25,LOC-06,SVC-09,Priority,1,19.4,1.0,0.0
2025-08-25,LOC-07,SVC-05,Urgent,1,67.2,1.0,0.0
2025-08-25,LOC-10,SVC-07,Priority,1,25.5,1.0,0.0
2025-08-26,LOC-06,SVC-01,Routine,1,14.1,1.0,0.0
2025-08-26,LOC-10,SVC-03,Routine,1,37.4,1.0,0.0
2025-08-26,LOC-01,SVC-03,Priority,1,64.7,1.0,0.0
2025-08-26,LOC-10,SVC-01,Routine,1,8.8,1.0,0.0
2025-08-26,LOC-04,SVC-02,Priority,1,56.9,1.0,0.0
2025-08-26,LOC-04,SVC-01,Urgent,1,37.3,1.0,0.0
2025-08-27,LOC-07,SVC-01,Urgent,1,40.1,0.0,0.0
2025-08-27,LOC-06,SVC-08,Routine,1,44.0,1.0,0.0
2025-08-27,LOC-05,SVC-01,Priority,2,52.6,2.0,0.0
2025-08-27,LOC-07,SVC-03,Urgent,1,32.3,0.0,0.0
2025-08-27,LOC-08,SVC-07,Routine,1,41.3,1.0,0.0
2025-08-27,LOC-07,SVC-07,Routine,1,59.7,1.0,0.0
2025-08-28,LOC-09,SVC-01,Priority,1,61.0,1.0,0.0
2025-08-28,LOC-04,SVC-01,Routine,1,68.6,1.0,0.0
2025-08-28,LOC-10,SVC-05,Routine,1,11.0,1.0,0.0
2025-08-28,LOC-05,SVC-02,Routine,1,1.0,1.0,0.0
2025-08-28,LOC-03,SVC-07,Routine,1,12.5,1.0,0.0
2025-08-28,LOC-08,SVC-06,Priority,1,55.4,1.0,0.0
2025-08-28,LOC-09,SVC-06,Emergency,1,29.4,0.0,0.0
2025-08-28,LOC-01,SVC-05,Routine,1,64.9,1.0,0.0
2025-08-29,LOC-08,SVC-02,Routine,1,8.6,1.0,0.0
2025-08-29,LOC-07,SVC-02,Routine,1,18.1,1.0,0.0
2025-08-29,LOC-10,SVC-08,Routine,1,61.9,1.0,0.0
2025-08-29,LOC-01,SVC-02,Routine,2,16.3,2.0,0.0
2025-08-29,LOC-02,SVC-05,Priority,1,37.7,1.0,0.0
2025-08-29,LOC-03,SVC-04,Routine,1,15.8,1.0,0.0
2025-08-29,LOC-02,SVC-08,Routine,1,23.6,1.0,0.0
2025-08-30,LOC-04,SVC-02,Routine,1,29.2,1.0,0.0
2025-08-30,LOC-08,SVC-02,Priority,1,20.8,1.0,0.0
2025-08-31,LOC-05,SVC-03,Routine,1,15.1,1.0,0.0
2025-08-31,LOC-09,SVC-04,Routine,1,14.1,1.0,0.0
2025-09-01,LOC-07,SVC-07,Routine,1,5.4,1.0,0.0
2025-09-01,LOC-06,SVC-02,Routine,1,37.6,1.0,0.0
2025-09-01,LOC-07,SVC-01,Emergency,1,37.6,0.0,0.0
2025-09-01,LOC-09,SVC-02,Urgent,1,65.0,1.0,0.0
2025-09-01,LOC-02,SVC-07,Routine,1,18.6,1.0,0.0
2025-09-01,LOC-03,SVC-07,Priority,1,15.7,1.0,0.0
2025-09-01,LOC-03,SVC-02,Routine,1,19.0,1.0,0.0
2025-09-02,LOC-07,SVC-01,Routine,2,22.2,2.0,0.0
2025-09-02,LOC-03,SVC-05,Emergency,1,35.2,0.0,0.0
2025-09-02,LOC-08,SVC-01,Routine,1,63.4,1.0,0.0
2025-09-02,LOC-05,SVC-05,Urgent,1,86.5,1.0,0.0
2025-09-02,LOC-09,SVC-07,Routine,1,73.1,1.0,0.0
2025-09-02,LOC-04,SVC-01,Priority,2,58.3,2.0,0.0
2025-09-02,LOC-08,SVC-09,Routine,1,9.4,1.0,0.0
2025-09-03,LOC-06,SVC-02,Routine,1,6.1,1.0,0.0
2025-09-03,LOC-06,SVC-01,Urgent,1,59.5,1.0,0.0
2025-09-04,LOC-09,SVC-09,Routine,1,32.4,1.0,0.0
2025-09-04,LOC-03,SVC-01,Routine,1,77.7,1.0,0.0
2025-09-04,LOC-05,SVC-01,Priority,1,38.1,1.0,0.0
2025-09-04,LOC-04,SVC-06,Routine,1,82.6,1.0,0.0
2025-09-04,LOC-07,SVC-05,Routine,1,37.7,1.0,0.0
2025-09-05,LOC-01,SVC-02,Priority,1,,1.0,0.0
2025-09-05,LOC-10,SVC-02,Routine,2,23.85,2.0,0.0
2025-09-05,LOC-07,SVC-07,Urgent,1,87.7,1.0,0.0
2025-09-05,LOC-04,SVC-01,Priority,1,40.3,0.0,0.0
2025-09-06,LOC-01,SVC-03,Routine,1,39.0,1.0,0.0
2025-09-06,LOC-09,SVC-01,Priority,1,32.7,1.0,0.0
2025-09-06,LOC-06,SVC-02,Priority,1,59.3,1.0,0.0
2025-09-06,LOC-05,SVC-01,Priority,1,64.4,1.0,0.0
2025-09-06,LOC-01,SVC-06,Priority,1,26.9,1.0,0.0
2025-09-07,LOC-05,SVC-06,Priority,1,72.7,1.0,0.0
2025-09-08,LOC-10,SVC-01,Routine,1,46.6,1.0,0.0
2025-09-08,LOC-09,SVC-01,Routine,1,16.6,1.0,0.0
2025-09-08,LOC-10,SVC-06,Routine,1,18.3,1.0,0.0
2025-09-09,LOC-02,SVC-04,Routine,1,46.2,1.0,0.0
2025-09-09,LOC-02,SVC-06,Urgent,1,33.3,1.0,0.0
2025-09-09,LOC-01,SVC-02,Routine,1,34.3,1.0,0.0
2025-09-10,LOC-04,SVC-09,Routine,1,46.1,1.0,0.0
2025-09-11,LOC-06,SVC-02,Routine,1,21.2,1.0,0.0
2025-09-11,LOC-01,SVC-01,Priority,1,39.4,1.0,0.0
2025-09-11,LOC-04,SVC-06,Emergency,1,55.9,0.0,0.0
2025-09-11,LOC-07,SVC-02,Priority,1,43.5,1.0,0.0
2025-09-11,LOC-04,SVC-03,Routine,1,40.3,1.0,0.0
2025-09-11,LOC-08,SVC-01,Routine,1,13.2,1.0,0.0
2025-09-12,LOC-05,SVC-06,Routine,1,6.2,1.0,0.0
2025-09-12,LOC-02,SVC-02,Routine,1,27.4,1.0,0.0
2025-09-12,LOC-02,SVC-04,Emergency,1,54.4,0.0,0.0
2025-09-12,LOC-06,SVC-04,Priority,1,65.8,1.0,0.0
2025-09-12,LOC-06,SVC-07,Routine,1,14.3,1.0,0.0
2025-09-12,LOC-02,SVC-01,Urgent,1,60.1,0.0,0.0
2025-09-12,LOC-03,SVC-01,Urgent,1,15.0,0.0,0.0
2025-09-13,LOC-09,SVC-01,Priority,1,14.3,1.0,0.0
